프롬프트,응답
"다음 글을 간결하게 요약하세요:
전기차, 자율주행차 등 미래차 시장이 열리면서 차량용 디스플레이 수요가 급증하고 있다. TV 수요 둔화와 중국 업체들의 저가 공세에 위기를 맞은 국내 디스플레이업체들은 차량용 디스플레이를 미래 먹거리 삼아 돌파구를 마련한다는 구상이다. 시장조사기관 디스플레이 서플라이 체인(DSCC)은 최근 보고서에서 2023년 글로벌 차량용 디스플레이 출하량이 2억 장을 넘을 것으로 전망했다. 자동차가 단순한 운송 수단을 넘어 디지털 생활 공간으로 변화하면서 디스플레이의 역할이 더 중요해졌다. 특히 유기발광다이오드(OLED) 패널이 차량용 디스플레이 시장을 이끌 것으로 보인다. OLED는 액정표시장치(LCD)보다 화질과 시야각이 뛰어나다. 또 얇고 가벼운 데다 자연스러운 곡면을 구현할 수 있어 차량용 디스플레이로 최적이라는 평가를 받는다.일진디스플레이는 2019년 3월 베트남 법인을 설립하면서 생산 기지 이전을 추진해 왔다. 사업 재편의 일환으로 주력인 터치스크린 패널(TSP) 생산 거점을 평택에서 베트남으로 옮기는 방안을 추진한 것. 베트남은 낮은 인건비와 풍부한 노동력을 갖춘 만큼 경쟁사보다 가격 등에서 우위에 설 수 있다는 판단 때문이다. 무엇보다 일진디스플레이 터치사업부의 최대 고객사인 삼성전자와의 접근성도 영향을 미쳤다. 일진디스플레이는 삼성전자 베트남 법인에 대한 공급량 확대를 기대하고 있다. 거래처와 가까운 거리에 위치해 수요에 적극적이고 빠르게 대응할 뿐만 아니라 물류비를 절감할 수 있다는 장점도 있다. 베트남 법인 설립 이후 일진디스플레이는 베트남 공장을 본격적으로 가동하기 시작했다. 꾸준히 실적이 상승하면서 2023년 상반기에는 큰 폭으로 매출이 증가했다. 앞으로 평택 공장 가동을 대폭 줄이고 지속적인 투자로 베트남 공장을 확장할 계획이다.","전기차, 자율주행차 등 미래차 시장이 열리면서 차량용 디스플레이 수요가 급증하고 있다. TV 수요 둔화와 중국 업체들의 저가 공세에 위기를 맞은 국내 디스플레이업체들은 차량용 디스플레이를 미래 먹거리 삼아 돌파구를 마련한다는 구상이다. 시장조사기관 디스플레이 서플라이 체인(DSCC)은 최근 보고서에서 2023년 글로벌 차량용 디스플레이 출하량이 2억 장을 넘을 것으로 전망했다. 자동차가 단순한 운송 수단을 넘어 디지털 생활 공간으로 변화하면서 디스플레이의 역할이 더 중요해졌다. 특히 유기발광다이오드(OLED) 패널이 차량용 디스플레이 시장을 이끌 것으로 보인다. OLED는 액정표시장치(LCD)보다 화질과 시야각이 뛰어나다. 또 얇고 가벼운 데다 자연스러운 곡면을 구현할 수 있어 차량용 디스플레이로 최적이라는 평가를 받는다.일진디스플레이는 2019년 3월 베트남 법인을 설립하"
"다음 글을 간결하게 요약하세요:
일진그룹의 디스플레이 계열사 일진디스플레이는 1994년 설립됐다. 성장 동력의 핵심 분야로 각광받고 있는 입력장치인 ‘터치패널’과 LED 핵심 소재인 ‘사파이어 웨이퍼’를 생산/판매하는 IT 부품소재 전문 기업이다. 2008년 사업을 개시한 터치패널 부문은 2009년 스마트폰 및 태블릿PC용 정전용량 터치센서 개발을 통해 사업을 본격화한 이래, 업계 내 최고 수준의 기술력과 시장 점유율을 유지해 왔다. 현재는 자동차 전장, 생활가전, 노트PC, 산업용 등으로 애플리케이션을 확대하고 있다. 2000년대 들어 터치패널 시장의 성장 가능성을 읽고 사업을 확대해 2013년 역대 최대 매출인 약 6,600억 원을 달성했고, 2019년에는 베트남 법인을 설립했다.",일진그룹의 디스플레이 계열사 일진디스플레이는 1994년 설립됐다. 성장 동력의 핵심 분야로 각광받고 있는 입력장치인 ‘터치패널’과 LED 핵심 소재인 ‘사파이어 웨이퍼’를 생산/판매하는 IT 부품소재 전문 기업이다. 2008년 사업을 개시한 터치패널 부문은 2009년 스마트폰 및 태블릿PC용 정전용량 터치센서 개발을 통해 사업을
"다음 글을 간결하게 요약하세요:
그동안 축적된 기술력을 토대로 최근 급격하게 성장하고 있는 OLED 디스플레이에 적용 가능한 차세대 Flexible Touch 및 Force Touch 제품을 개발/양산하고 있다. 또 보안, 금융, 신분증 등과 같이 인증과 보안이 필요한 영역에 광범위하게 적용할 수 있는 지문인식센서를 개발해 향후 지속적인 성장이 기대된다. 그동안 축적된 기술력을 토대로 최근 급격하게 성장하고 있는 OLED 디스플레이에 적용 가능한 차세대 Flexible Touch 및 Force Touch 제품을 개발/양산하고 있다. 또 보안, 금융, 신분증 등과 같이 인증과 보안이 필요한 영역에 광범위하게 적용할 수 있는 지문인식센서를 개발해 향후 지속적인 성장이 기대된다.","그동안 축적된 기술력을 토대로 최근 급격하게 성장하고 있는 OLED 디스플레이에 적용 가능한 차세대 Flexible Touch 및 Force Touch 제품을 개발/양산하고 있다. 또 보안, 금융, 신분증 등과 같이 인증과 보안이 필요한 영역에 광범위하게 적용할 수 있는 지문인식센서를 개발해 향후 지속적인 성장이 기대된다."
"다음 글을 간결하게 요약하세요:
항체-약물접합체(ADC) 치료제가 차세대 항암제로 주목받으며, 국내외 제약 기업들이 관련 시장에 뛰어들고 있다. ADC는 특정 항원에만 반응하는 항체에 치료 효과가 뛰어난 화학 약품을 결합해, 약물이 해당 항원에 정확히 작용할 수 있도록 하는 기술이다. ADC 기술로 개발된 의약품은 기존 제품들과 비교해 효과가 뛰어나고 부작용이 적어, 특히 부작용이 심한 항암 분야에서 활발히 연구되고 있다. 하지만 개발이 까다롭고 투자 비용이 막대하기 때문에 ADC 연구개발을 위한 인수 및 공동 연구가 늘어나고 있다. 삼성바이오에피스 또한 ADC 치료제 개발을 위해 국내 바이오벤처 인투셀과 연구개발 협력을 맺었다. 삼성바이오에피스가 공동 연구를 위해 국내 기업과 맺은 최초의 계약이다. 국가신약개발재단에 따르면 ADC 항암제 시장은 2022년 58억 달러(약 7조 6,000억 원)에서 2026년 130억 달러(약 17조 원)로 연평균 22%씩 성장할 것으로 전망된다.","항체-약물접합체(ADC) 치료제가 차세대 항암제로 주목받으며, 국내외 제약 기업들이 관련 시장에 뛰어들고 있다. ADC는 특정 항원에만 반응하는 항체에 치료 효과가 뛰어난 화학 약품을 결합해, 약물이 해당 항원에 정확히 작용할 수 있도록 하는 기술이다. ADC 기술로 개발된 의약품은 기존 제품들과 비교해 효과가 뛰어나고 부작용이 적어, 특히 부작용이 심한 항암 분야에서 활발히 연구되고 있다. 하지만 개발이 까다롭고 투자 비용이"
"다음 글을 간결하게 요약하세요:
제약바이오업계의 분위기가 바뀌고 있다. 오랜 시간과 천문학적 비용이 들어가는 신약 개발에 적극 뛰어들고 있는데, 여기에 핵심적인 역할을 한 것이 바로 인공지능(AI)이다. AI 기술을 활용해 신약 개발에 투입되는 시간과 비용을 줄이고자, AI 기반 스타트업 투자와 협업을 강화하고 있다. 대표적인 예가 모더나의 코로나19 백신이다. 미국의 제약사인 모더나는 코로나19가 확산될 무렵인 2020년 1월 백신 개발에 착수했다. 보통 백신이 사용되려면 최소 10년의 시간이 필요한데, 모더나는 그해 12월에 백신 사용 허가를 받았다. 화이자 또한 AI를 이용해 11개월 만에 백신을 개발했다. 이들이 빠른 시간 내 성과를 낼 수 있었던 것은 슈퍼컴퓨터와 AI를 활용해 유망한 화합물 구별을 가속화하고, 임상 참가자를 빠르게 모은 것이 주요했다. KDB미래전략연구소 산업기술리서치센터에 따르면 전 세계 AI 신약 개발 스타트업은 220여 개가량이며, 세계 AI 신약 개발 시장은 매년 평균 45.7%씩 성장해 2027년 40억 350만 달러(약 5조 원)에 이를 것으로 예측된다.2023년 11월 삼성바이오에피스가 유전자변형생물체(LMO) 안전관리 콘퍼런스에서 우수 기관으로 선정돼 과학기술정보통신부 장관상을 수상했다. LMO(Living Modified Organism)는 생명공학 기술을 이용해 새롭게 조합된 유전물질을 포함하고 있는 생명체로, 현재 식품/의료/환경 등의 분야에 폭넓게 사용된다. 정부는 LMO의 잠재 위해성 관리와 생물 다양성 보호를 위해 2008년부터 LMO법에 따라 관련 연구시설을 관리하고 있다. 삼성바이오에피스는 LMO 수출입 및 입출고 관리와 누락 방지를 위해 프로세스를 구축하고, LMO 전용 보관시설과 LMO 보관에 적절한 환경을 유지하기 위한 온도 모니터링 시스템을 구축해 운영하고 있다. 또한 임직원들의 안전한 근무 환경을 위해 안전 점검 강화, 안전 의식 향상 활동 등을 진행해 안전을 최우선으로 하는 안전 제일 문화를 정착 중이다.삼성바이오에피스가 2023년 7월 미국 내 휴미라 바이오시밀러 ‘하드리마’를 출시했다. 하드리마는 류마티스 관절염, 소아 특발성 관절염, 건선성 관절염, 강직성 척추염, 크론병, 궤양성 대장염, 판상 건선 등의 자가면역질환 치료제다. 50mg/Ml 저농도와 100mg/mL 고농도 두 가지로 출시됐으며, 파트너사인 오가논이 현지 마케팅과 영업 활동을 맡았다. 삼성바이오에피스는 현재 유럽 시장을 포함해 전 세계 24개 시장에 이 제품을 공급하고 있다. 제품명은 현지 마케팅 전략에 따라 상이하다. 휴미라는 2022년 212억 달러(약 27조 원)의 매출을 달성했으며, 그중 미국 시장 매출이 88%의 비중을 차지했다.","제약바이오업계의 분위기가 바뀌고 있다. 오랜 시간과 천문학적 비용이 들어가는 신약 개발에 적극 뛰어들고 있는데, 여기에 핵심적인 역할을 한 것이 바로 인공지능(AI)이다. AI 기술을 활용해 신약 개발에 투입되는 시간과 비용을 줄이고자, AI 기반 스타트업 투자와 협업을 강화하고 있다. 대표적인 예가 모더나의 코로나19 백신이다. 미국의 제약사인 모더나는 코로나19가 확산될 무렵인 2020년 1월 백신 개발에 착수했다. 보통 백신이 사용되려면 최소 10년의 시간이 필요한데, 모더나는 그해 12월에 백신 사용 허가를 받았다. 화이자 또한 AI를 이용해 11개월 만에 백신을 개발했다. 이들이 빠른 시간 내 성과를 낼 수 있었던 것은 슈퍼컴퓨터와 AI를 활용해 유망한 화합물 구별을 가속화하고, 임상 참가자를 빠르게 모은 것이 주요했다. KDB미래전략연구소 산업기술리서치센터에 따르면 전 세계 AI 신약 개발 스타트업은 220여 개가량이며, 세계 AI 신약 개발 시장은 매년 평균 45.7%씩 성장해 2027년 40억 350만 달러(약 5조 원)에 이를 것으로 예측된다.2023년 11월 삼성바이오에피스가 유전자변형생물체(LMO) 안전관리 콘퍼런스에서 우수 기관으로 선정돼 과학기술정보통신부 장관상을 수상했다. LMO(Living Modified Organism)는 생명공학 기술을 이용해"
"다음 글을 간결하게 요약하세요:
삼성바이오에피스가 매년 하절기 바이오 인재를 대상으로 한 직무 멘토링 프로그램 및 회사 설명회를 진행하고 있다. 2021년 처음 시작해 2023년 8월 3회를 맞았다. ‘여름에 뭐하니?’라는 주제로 ‘에피스 프라이데이’, ‘에피스와 랜선사(社)담’ 등 다양한 프로그램을 진행한다. 에피스 프라이데이는 삼성바이오에피스의 5년차 이상 직원들이 멘토로 나서 바이오 인재들에게 회사 및 직무 소개, 취업 관련 노하우 등을 공유하는 오프라인 멘토링 프로그램이다. 또 다른 프로그램인 에피스와 랜선사담은 온라인 회사 설명회로 회사 소개 및 질의 응답, 임원 특강 등의 행사가 진행됐다. 삼성바이오에피스는 미래 바이오 산업을 이끌 인재들을 위해 매년 다양한 멘토링 프로그램을 진행하고 있으며, 국내 여러 대학과 산학협력 활동을 펼치기도 한다.","삼성바이오에피스가 매년 하절기 바이오 인재를 대상으로 한 직무 멘토링 프로그램 및 회사 설명회를 진행하고 있다. 2021년 처음 시작해 2023년 8월 3회를 맞았다. ‘여름에 뭐하니?’라는 주제로 ‘에피스 프라이데이’, ‘에피스와 랜선사(社)담’ 등 다양한 프로그램을 진행한다. 에피스 프라이데이는 삼성바이오에피스의 5년차 이상 직원들이 멘토로 나서 바이오 인재들"
"다음 글을 간결하게 요약하세요:
삼성바이오에피스는 2019년 흑자 전환에 성공한 후 매년 두 자릿수의 영업이익률을 기록하며 빠르게 성장하고 있다. 특히 2020년부터는 매년 1,000억 원대 이상의 매출 및 400억 원가량의 영업이익 신장을 달성했다. 영업이익률 역시 매년 높아지고 있다. 이에 따라 2018년 400%를 기록했던 부채 비율이 2022년 100% 중반으로 낮아졌으며 현금 흐름 또한 원활해졌다. 수익성과 함께 글로벌 성장 가능성도 높아졌다. 2021년 12월 첫 지속가능경영보고서를 발간하며 글로벌 바이오 기업의 면모를 드러냈으며, 미래 인재 양성을 위해 전국 주요 대학들과 산학협력을 체결했다. 2022년과 2023년에는 환경경영 국제표준인 ISO14001과 에너지경영(ISO50001), 정보보호경영(ISO27001), 안전보건경영(ISO45001) 인증을 획득하며 글로벌 수준의 ESG 경영 시스템을 구축하고 있다. 삼성바이오에피스는 현재 7종의 바이오시밀러 제품을 보유하고 있으며, 추가로 3종의 바이오시밀러 제품군의 임상 실험을 진행하고 있다. 2023년부터 2032년까지 수십 종의 오리지널 바이오의약품 특허가 만료될 예정인 만큼 바이오시밀러 시장의 성장과 함께 삼성바이오에피스의 성장 또는 눈부실 것으로 기대된다. 무엇보다 삼성그룹 경영진이 반도체의 뒤를 이을 먹거리로 바이오를 점찍은 만큼 글로벌 최고 수준의 기업으로 성장할 가능성이 크다.","삼성바이오에피스는 2019년 흑자 전환에 성공한 후 매년 두 자릿수의 영업이익률을 기록하며 빠르게 성장하고 있다. 특히 2020년부터는 매년 1,000억 원대 이상의 매출 및 400억 원가량의 영업이익 신장을 달성했다. 영업이익률 역시 매년 높아지고 있다. 이에 따라 2018년 400%를 기록했던 부채 비율이 2022년 100% 중반으로 낮아졌으며 현금 흐름 또한 원활해졌다. 수익성과 함께 글로벌 성장 가능성도 높아졌다. 2021년 12월 첫 지속가능경영보고서를 발간하며 글로벌 바이오 기업의 면모를 드러냈으며, 미래 인재 양성을 위해 전국 주요 대학들과 산학협력을 체결했다. 2022년과 2023년에는 환경경영 국"
"다음 글을 간결하게 요약하세요:
바이오시밀러는 오리지널과 거의 같은 효능/효과를 보이면서도 오리지널 제품보다 30%가량 저렴한 가격으로 출시돼 환자들의 치료 부담을 줄여준다는 장점이 있다. 의약품 시장 조사업체 아이큐비아에 따르면 미국에서는 최근 5년 동안 바이오시밀러를 통해 400억 달러(약 52조 원)의 보험 절감 효과를 보였으며, 유럽 시장에서는 300억 달러(약 42조 원)의 의료비 절감 혜택을 본 것으로 추정된다.",바이오시밀러는 오리지널과 거의 같은 효능/효과를 보이면서도 오리지널 제품보다 30%가량 저렴한 가격으로 출시돼 환자들의 치료 부담을 줄여준다는 장점이 있다. 의약품 시장 조사업체 아이큐비아에 따르면
"다음 글을 간결하게 요약하세요:
미국은 전 세계 최대의 의약품 시장임과 동시에 전 세계에서 가장 약값이 비싼 나라로 꼽힌다. OECD에 따르면 미국의 전문의약품 약가는 프랑스, 독일, 일본, 이탈리아, 영국 등과 비교해 평균 256% 높게 책정돼 있다. 한국과 비교하면 305%의 차이가 난다. 2020년 기준 1인당 의약품 비용 지출 비용을 보면 미국은 1,300만 달러(약 169만 원)를 쓰는데 이는 한국보다 2배 높은 수치다.","미국은 전 세계 최대의 의약품 시장임과 동시에 전 세계에서 가장 약값이 비싼 나라로 꼽힌다. OECD에 따르면 미국의 전문의약품 약가는 프랑스, 독일, 일본, 이탈리아, 영국 등과 비교해 평균 256%"
"다음 글을 간결하게 요약하세요:
한국제약바이오협회의 글로벌 제약 산업 통계에 따르면 2021년 세계 의약품 시장은 1조 2,800억 달러(약 1,679조 원)로 연평균 4~9% 성장세를 지속하고 있다. 대륙별 의약품 시장 규모 중 가장 큰 곳은 6,077억 달러(약 791조 원)의 북미 시장이다. 유럽 시장의 의약품 규모는 3,086억 달러(약 401조 7,000억 원)였고, 아시아는 아프리카와 오스트랄라시아를 합산해 3,161억 달러(약 411조 4,000억 원)로 집계됐다.","한국제약바이오협회의 글로벌 제약 산업 통계에 따르면 2021년 세계 의약품 시장은 1조 2,800억 달러(약 1,679조 원)로 연평균 4~9% 성장세를 지속하고 있다. 대륙별 의약품 시장 규모 중 가장 큰 곳은 6,077억"
"다음 글을 간결하게 요약하세요:
삼성바이오에피스는 2012년 삼성바이오로직스와 미국 바이오젠이 합작설립한 바이오시밀러 전문 기업이다. 설립 3년 만인 2015년에 자가면역질환 치료제 ‘레미케이드(인플릭시맙)’과 ‘엔브렐(에타너셉트)’의 바이오시밀러 2종의 국내 허가를 받았다. 이후 유럽을 시작으로 글로벌 허가를 취득함과 동시에 2017년 자가면역질환 치료제 ‘휴미라(아달리무맙)’ 바이오시밀러와 항암 치료제 ‘허셉틴(트라스투주맙)’ 바이오시밀러의 허가를 받으며 제품군을 늘려갔다. 2020년에는 단클론 항체 계열인 혈관신생 억제제 ‘아바스틴(베바시주맙)’ 바이오시밀러의 유럽 허가를 획득했다. 2021년에는 황반변성 치료제 ‘루센티스(라니비주맙)’ 바이오시밀러의 유럽 및 미국 허가를 획득했고, 2023년 미국 FDA로부터 루센티스 바이오시밀러 상호 교환성을 허가받았다. 이로써 총 6개의 바이오시밀러를 출시함과 동시에 후속 바이오시밀러 제품도 후기 임상 및 허가 절차 단계에 다다르고 있다. 2022년 4월 삼성바이오로직스의 100% 자회사가 됐으며, 현재 셀트리온과 함께 K-바이오 핵심 기업으로 자리하고 있다.",삼성바이오에피스는 2012년 삼성바이오로직스와 미국 바이오젠이 합작설립한 바이오시밀러 전문 기업이다. 설립 3년 만인 2015년에 자가면역질환 치료제 ‘레미케이드(인플릭시맙)’과 ‘엔브렐(에타너셉트)’의 바이오시밀러 2종의 국내 허가를 받았다. 이후 유럽을 시작으로 글로벌 허가를 취득함과 동시에 2017년 자가면역질환 치료제 ‘휴미라(아달리무맙)’ 바이오시밀러와 항암 치료제 ‘허셉틴(트라스투주맙)’ 바이오시밀러의 허가를 받으며 제품군을 늘려갔다. 2020년에는 단클론 항체 계열인 혈관신생
"다음 글을 간결하게 요약하세요:
현대자동차그룹의 계열사로, 그룹 내 종합물류 업무를 전담한다. 2001년 한국로지텍 주식회사로 설립된 후 2003년 글로비스 주식회사로 사명을 바꿨으며, 2011년 현대자동차그룹 출범과 함께 지금의 현대글로비스가 됐다. 영위 중인 사업은 종합물류업과 유통판매업, 해운업이다. 종합물류업은 고객의 화물에 대한 운송 서비스를 제공하는 사업으로 국내 물류와 해외 물류로 구분된다. 유통판매업은 CKD 부품 공급 사업, 도매 형태의 중고차 경매와 수출을 하는 중고차 사업, 원자재 수출입을 하는 트레이딩 사업으로 구분된다. 해운업은 선박을 이용한 화물운송 사업으로 완성차 운송과 벌크 운송으로 구분된다. 현대글로비스의 주요 고객은 그룹 계열사인 현대자동차와 기아다.","현대자동차그룹의 계열사로, 그룹 내 종합물류 업무를 전담한다. 2001년 한국로지텍 주식회사로 설립된 후 2003년 글로비스 주식회사로 사명을 바꿨으며, 2011년 현대자동차그룹 출범과 함께 지금의 현대글로비스가 됐다. 영위 중인 사업은 종합물류업과 유통판매업, 해운업이다. 종합물류업은 고객의 화물에 대한 운송 서비스를 제공하는"
"다음 글을 간결하게 요약하세요:
화이자는 1849년 창립한 미국의 제약사로, 2021년 기준 글로벌 1위의 매출을 기록하고 있다. 큰 규모만큼 다양한 약들을 개발하고 생산하는데 특히 성 기능 관련으로 잘 알려진 ‘비아그라’로 유명하다. 미국 내 가장 많은 바이오시밀러를 보유한 기업으로, 2022년 12월 기준 7개 품목을 보유하고 있다. 한국화이자제약은 화이자의 한국 법인으로 1969년 설립됐다. ‘환자들의 삶을 변화시키는 혁신’이라는 기업 목표 실현을 위해 혁신적인 치료제와 백신 분야에서 우수한 제품을 제공하고 있다. 국내외 화이자 사업부의 주요 연구 분야는 내과질환, 염증 및 면역질환, 항암제, 호스피탈, 희귀질환, 백신 등으로 이를 위해 정밀유도 치료제, 예방 백신, 유전자 치료제, 바이오시밀러 사업에 주력하고 있다.","화이자는 1849년 창립한 미국의 제약사로, 2021년 기준 글로벌 1위의 매출을 기록하고 있다. 큰 규모만큼 다양한 약들을 개발하고 생산하는데 특히 성 기능 관련으로 잘 알려진 ‘비아그라’로 유명하다. 미국 내 가장 많은 바이오시밀러를 보유한 기업으로, 2022년 12월 기준 7개 품목을 보유하고 있다. 한국화이자제약은 화이자의 한국 법인으로 1"
